invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I108528,C192982,Male,41,Food & Beverage,2,10.46,Credit Card,16-12-2021,Forum Istanbul
I108531,C269930,Female,56,Shoes,1,600.17,Cash,21-07-2021,Zorlu Center
I108535,C299104,Female,63,Toys,4,143.36,Cash,04-03-2021,Kanyon
I108537,C298589,Male,21,Cosmetics,2,81.32,Cash,14-12-2022,Mall of Istanbul
I108540,C171262,Male,42,Clothing,1,300.08,Cash,26-05-2021,Zorlu Center
I108542,C364147,Female,53,Food & Beverage,2,10.46,Cash,07-04-2021,Metrocity
I108543,C330021,Female,67,Clothing,5,1500.4,Debit Card,08-07-2022,Viaport Outlet
I108547,C119029,Female,67,Cosmetics,2,81.32,Cash,22-12-2021,Metrocity
I108550,C721110,Male,58,Clothing,5,1500.4,Debit Card,10-10-2021,Mall of Istanbul
I108552,C284493,Male,37,Clothing,1,300.08,Cash,22-01-2023,Metropol AVM
I108556,C599755,Male,50,Toys,5,179.2,Cash,08-10-2021,Forum Istanbul
I108557,C824983,Female,27,Toys,3,107.52,Credit Card,26-08-2022,Zorlu Center
I108562,C110534,Female,54,Clothing,4,1200.32,Cash,21-05-2022,Istinye Park
I108565,C113112,Female,36,Toys,4,143.36,Credit Card,12-02-2022,Mall of Istanbul
I108566,C334811,Female,43,Shoes,1,600.17,Credit Card,14-06-2022,Istinye Park
I108567,C488263,Female,64,Clothing,1,300.08,Cash,29-01-2023,Metrocity
I108568,C118769,Female,18,Cosmetics,5,203.3,Credit Card,16-07-2021,Forum Istanbul
I108573,C232894,Female,58,Cosmetics,5,203.3,Credit Card,27-11-2022,Viaport Outlet
I108580,C229752,Female,44,Cosmetics,5,203.3,Debit Card,15-10-2021,Cevahir AVM
I108585,C259504,Male,51,Food & Beverage,3,15.69,Debit Card,23-09-2021,Zorlu Center
I108588,C777619,Female,20,Food & Beverage,1,5.23,Credit Card,19-12-2022,Metrocity
I108589,C229344,Female,64,Shoes,1,600.17,Cash,03-02-2021,Mall of Istanbul
I108593,C218109,Female,44,Clothing,1,300.08,Cash,15-04-2021,Kanyon
I108594,C338448,Female,30,Clothing,5,1500.4,Credit Card,11-06-2022,Kanyon
I108596,C492818,Female,38,Clothing,1,300.08,Credit Card,16-09-2021,Kanyon
I108601,C191721,Female,27,Books,5,75.75,Cash,19-11-2021,Kanyon
I108602,C295944,Female,47,Clothing,2,600.16,Credit Card,05-07-2022,Zorlu Center
I108609,C251275,Female,65,Technology,3,3150.0,Debit Card,25-09-2021,Istinye Park
I108610,C723916,Female,58,Cosmetics,3,121.98,Cash,03-03-2023,Metrocity
I108615,C217169,Female,33,Clothing,5,1500.4,Credit Card,07-02-2023,Istinye Park
I108621,C194372,Male,67,Shoes,1,600.17,Debit Card,20-10-2021,Metropol AVM
I108622,C206591,Male,63,Souvenir,3,35.19,Cash,04-08-2022,Metrocity
I108624,C260610,Female,52,Food & Beverage,3,15.69,Cash,04-03-2021,Metrocity
I108633,C182892,Male,37,Cosmetics,3,121.98,Credit Card,01-04-2022,Mall of Istanbul
I108634,C118084,Female,56,Shoes,2,1200.34,Debit Card,09-04-2021,Emaar Square Mall
I108636,C274414,Female,31,Clothing,5,1500.4,Debit Card,08-04-2021,Kanyon
I108639,C172418,Female,54,Cosmetics,3,121.98,Credit Card,10-10-2021,Emaar Square Mall
I108644,C296713,Female,47,Clothing,5,1500.4,Credit Card,27-01-2023,Kanyon
I108648,C201753,Male,42,Technology,5,5250.0,Credit Card,22-08-2021,Cevahir AVM
I108649,C931817,Female,27,Clothing,3,900.24,Debit Card,22-06-2021,Metrocity
I108651,C462307,Female,65,Clothing,2,600.16,Cash,04-05-2022,Mall of Istanbul
I108654,C147999,Female,32,Cosmetics,3,121.98,Debit Card,22-10-2021,Zorlu Center
I108656,C200343,Male,28,Souvenir,2,23.46,Credit Card,08-03-2022,Metrocity
I108659,C437754,Female,22,Books,1,15.15,Credit Card,14-10-2022,Metrocity
I108662,C141093,Female,37,Cosmetics,3,121.98,Cash,16-09-2021,Metropol AVM
I108671,C129992,Male,27,Toys,5,179.2,Cash,02-11-2022,Kanyon
I108676,C591711,Male,50,Food & Beverage,1,5.23,Credit Card,29-09-2021,Cevahir AVM
I108687,C304311,Female,38,Cosmetics,1,40.66,Debit Card,12-03-2021,Metrocity
I108690,C141392,Male,58,Cosmetics,2,81.32,Cash,21-08-2022,Metrocity
I108693,C301380,Male,53,Food & Beverage,3,15.69,Cash,25-12-2021,Kanyon
I108695,C197638,Female,69,Shoes,5,3000.85,Debit Card,20-07-2021,Emaar Square Mall
I108696,C236634,Female,69,Clothing,2,600.16,Debit Card,16-06-2021,Viaport Outlet
I108697,C256193,Female,54,Cosmetics,5,203.3,Cash,16-12-2022,Mall of Istanbul
I108701,C443292,Female,35,Clothing,3,900.24,Credit Card,17-03-2022,Metropol AVM
I108702,C686967,Male,59,Clothing,4,1200.32,Cash,13-01-2023,Mall of Istanbul
I108703,C298476,Female,62,Clothing,2,600.16,Cash,18-02-2023,Kanyon
I108705,C255310,Female,60,Clothing,1,300.08,Cash,31-08-2022,Metropol AVM
I108711,C108858,Female,55,Clothing,5,1500.4,Credit Card,09-06-2022,Istinye Park
I108713,C275499,Female,56,Clothing,1,300.08,Credit Card,17-04-2021,Forum Istanbul
I108714,C454317,Female,20,Shoes,5,3000.85,Credit Card,13-09-2022,Viaport Outlet
I108717,C154488,Female,34,Clothing,4,1200.32,Cash,15-01-2021,Metrocity
I108718,C260862,Male,20,Shoes,1,600.17,Credit Card,31-10-2022,Metrocity
I108719,C405144,Male,21,Clothing,1,300.08,Cash,21-09-2021,Mall of Istanbul
I108723,C147239,Male,24,Clothing,5,1500.4,Debit Card,12-10-2022,Cevahir AVM
I108729,C233634,Female,53,Technology,1,1050.0,Credit Card,28-02-2023,Kanyon
I108730,C202393,Female,60,Food & Beverage,4,20.92,Cash,01-05-2022,Viaport Outlet
I108733,C440375,Female,54,Food & Beverage,2,10.46,Debit Card,12-01-2022,Kanyon
I108736,C304988,Male,45,Technology,3,3150.0,Credit Card,04-03-2021,Metropol AVM
I108738,C232528,Female,40,Clothing,4,1200.32,Debit Card,21-08-2021,Kanyon
I108739,C207711,Female,23,Technology,3,3150.0,Credit Card,04-09-2021,Zorlu Center
I108740,C849251,Female,42,Clothing,1,300.08,Credit Card,14-07-2021,Kanyon
I108742,C312617,Female,34,Clothing,5,1500.4,Credit Card,28-04-2021,Mall of Istanbul
I108745,C407324,Female,47,Shoes,1,600.17,Credit Card,10-01-2023,Metropol AVM
I108746,C784943,Female,63,Shoes,3,1800.51,Cash,22-12-2021,Emaar Square Mall
I108750,C252137,Female,65,Cosmetics,4,162.64,Cash,06-09-2022,Cevahir AVM
I108761,C490840,Male,25,Books,4,60.6,Cash,30-09-2021,Zorlu Center
I108762,C163975,Female,40,Clothing,2,600.16,Cash,15-08-2021,Viaport Outlet
I108766,C222523,Male,25,Clothing,5,1500.4,Cash,25-02-2022,Kanyon
I108772,C158132,Female,24,Clothing,2,600.16,Debit Card,04-11-2021,Mall of Istanbul
I108778,C256840,Female,23,Shoes,3,1800.51,Cash,10-01-2023,Metropol AVM
I108779,C988693,Male,63,Cosmetics,1,40.66,Cash,29-08-2022,Istinye Park
I108780,C225218,Female,35,Technology,1,1050.0,Cash,03-01-2023,Kanyon
I108781,C726038,Female,35,Cosmetics,1,40.66,Cash,09-10-2022,Metropol AVM
I108791,C571553,Female,43,Clothing,4,1200.32,Cash,12-06-2022,Zorlu Center
I108793,C212116,Female,50,Food & Beverage,2,10.46,Debit Card,11-04-2021,Kanyon
I108797,C161412,Female,28,Cosmetics,1,40.66,Cash,09-10-2022,Emaar Square Mall
I108803,C515431,Male,19,Clothing,3,900.24,Cash,17-12-2022,Mall of Istanbul
I108804,C171000,Female,33,Technology,5,5250.0,Cash,17-12-2021,Kanyon
I108805,C207332,Female,53,Food & Beverage,1,5.23,Debit Card,25-01-2022,Cevahir AVM
I108806,C242300,Male,69,Clothing,1,300.08,Cash,08-11-2022,Metropol AVM
I108808,C260636,Male,56,Clothing,4,1200.32,Credit Card,17-10-2021,Zorlu Center
I108809,C241719,Female,38,Souvenir,1,11.73,Cash,25-03-2022,Metropol AVM
I108815,C259893,Female,64,Souvenir,4,46.92,Cash,14-03-2022,Mall of Istanbul
I108819,C315468,Male,26,Clothing,1,300.08,Debit Card,29-07-2021,Metrocity
I108820,C248315,Female,37,Cosmetics,4,162.64,Credit Card,08-03-2022,Emaar Square Mall
I108821,C966426,Male,26,Food & Beverage,5,26.15,Cash,04-07-2022,Metropol AVM
I108822,C174590,Female,47,Cosmetics,1,40.66,Credit Card,14-06-2022,Metropol AVM
I108829,C970796,Male,30,Technology,3,3150.0,Cash,06-01-2023,Kanyon
I108831,C140212,Female,19,Shoes,1,600.17,Cash,25-08-2022,Metrocity
I108832,C329896,Female,60,Shoes,3,1800.51,Credit Card,15-02-2022,Istinye Park
I108836,C303566,Female,33,Clothing,3,900.24,Cash,04-05-2022,Metropol AVM
I108838,C232541,Male,43,Cosmetics,5,203.3,Cash,28-11-2022,Cevahir AVM
I108850,C291698,Male,22,Cosmetics,4,162.64,Cash,16-10-2022,Metropol AVM
I108854,C194388,Female,25,Clothing,3,900.24,Cash,12-03-2022,Mall of Istanbul
I108856,C229201,Male,21,Clothing,2,600.16,Cash,04-02-2023,Emaar Square Mall
I108858,C189779,Male,19,Cosmetics,2,81.32,Cash,25-01-2022,Cevahir AVM
I108863,C290294,Female,31,Cosmetics,1,40.66,Debit Card,01-09-2022,Kanyon
I108865,C101919,Female,56,Shoes,2,1200.34,Credit Card,03-06-2021,Cevahir AVM
I108878,C136764,Male,30,Clothing,4,1200.32,Cash,14-01-2022,Mall of Istanbul
I108885,C486489,Female,65,Technology,1,1050.0,Cash,20-01-2021,Metrocity
I108886,C128406,Male,39,Souvenir,3,35.19,Credit Card,05-01-2022,Zorlu Center
I108887,C715969,Female,39,Clothing,5,1500.4,Cash,26-08-2021,Viaport Outlet
I108889,C316746,Female,44,Clothing,5,1500.4,Cash,07-10-2022,Istinye Park
I108890,C179812,Female,18,Shoes,4,2400.68,Debit Card,05-02-2023,Viaport Outlet
I108896,C950122,Male,18,Shoes,5,3000.85,Cash,12-11-2022,Metrocity
I108897,C206416,Female,51,Technology,2,2100.0,Cash,19-01-2023,Metrocity
I108899,C150094,Female,41,Food & Beverage,1,5.23,Debit Card,29-03-2022,Istinye Park
I108901,C733386,Female,42,Clothing,1,300.08,Credit Card,25-05-2022,Metropol AVM
I108904,C543394,Female,32,Food & Beverage,3,15.69,Cash,18-02-2021,Emaar Square Mall
I108907,C234056,Female,69,Shoes,5,3000.85,Cash,19-09-2021,Metrocity
I108908,C172081,Male,20,Toys,5,179.2,Debit Card,06-07-2021,Viaport Outlet
I108909,C156647,Female,38,Clothing,5,1500.4,Cash,03-07-2022,Metrocity
I108914,C117913,Female,68,Souvenir,4,46.92,Credit Card,02-05-2022,Mall of Istanbul
I108915,C133743,Male,65,Clothing,3,900.24,Cash,15-02-2022,Kanyon
I108922,C118100,Male,69,Cosmetics,2,81.32,Cash,12-09-2021,Forum Istanbul
I108924,C152544,Male,61,Souvenir,4,46.92,Credit Card,05-10-2021,Istinye Park
I108926,C208527,Female,21,Shoes,2,1200.34,Cash,02-04-2022,Cevahir AVM
I108931,C160341,Female,47,Clothing,5,1500.4,Cash,13-04-2021,Kanyon
I108934,C254246,Female,35,Clothing,5,1500.4,Credit Card,11-02-2023,Metropol AVM
I108935,C246918,Female,63,Toys,3,107.52,Debit Card,09-07-2021,Cevahir AVM
I108938,C892535,Female,23,Cosmetics,4,162.64,Credit Card,04-09-2021,Istinye Park
I108939,C791949,Female,29,Clothing,2,600.16,Cash,10-07-2022,Zorlu Center
I108946,C103880,Male,61,Clothing,4,1200.32,Cash,22-06-2021,Kanyon
I108952,C110445,Female,50,Technology,2,2100.0,Cash,29-09-2021,Mall of Istanbul
I108955,C180732,Female,49,Shoes,4,2400.68,Cash,01-09-2022,Viaport Outlet
I108957,C700882,Male,41,Clothing,5,1500.4,Cash,23-12-2022,Cevahir AVM
I108962,C162360,Female,42,Toys,4,143.36,Cash,21-08-2022,Emaar Square Mall
I108964,C266813,Female,51,Shoes,2,1200.34,Debit Card,12-05-2022,Metrocity
I108965,C804539,Female,30,Cosmetics,2,81.32,Cash,19-02-2022,Kanyon
I108966,C329952,Male,65,Shoes,5,3000.85,Cash,11-04-2021,Mall of Istanbul
I108969,C696744,Male,65,Cosmetics,2,81.32,Debit Card,24-11-2022,Kanyon
I108975,C189279,Female,22,Shoes,3,1800.51,Debit Card,03-07-2021,Mall of Istanbul
I108977,C247888,Female,21,Shoes,1,600.17,Cash,05-12-2022,Mall of Istanbul
I108978,C162928,Female,69,Cosmetics,2,81.32,Cash,29-09-2021,Metrocity
I108983,C968095,Female,54,Toys,5,179.2,Cash,01-08-2021,Istinye Park
I108986,C134826,Male,32,Toys,5,179.2,Cash,12-09-2022,Metrocity
I108990,C133890,Female,55,Clothing,5,1500.4,Cash,28-01-2022,Mall of Istanbul
I108991,C186701,Male,48,Clothing,2,600.16,Debit Card,27-01-2022,Mall of Istanbul
I109000,C297520,Male,67,Clothing,5,1500.4,Credit Card,04-10-2022,Kanyon
I109001,C901685,Female,36,Toys,3,107.52,Credit Card,15-09-2022,Istinye Park
I109003,C960693,Male,42,Technology,2,2100.0,Cash,05-12-2021,Kanyon
I109005,C311469,Male,50,Clothing,5,1500.4,Cash,25-08-2022,Cevahir AVM
I109006,C136059,Male,50,Cosmetics,2,81.32,Debit Card,12-02-2022,Metropol AVM
I109007,C219560,Female,60,Clothing,1,300.08,Credit Card,14-08-2021,Kanyon
I109009,C142382,Female,25,Cosmetics,5,203.3,Debit Card,11-04-2022,Kanyon
I109012,C408303,Female,25,Clothing,1,300.08,Credit Card,25-12-2021,Mall of Istanbul
I109014,C149501,Female,36,Souvenir,3,35.19,Credit Card,14-01-2022,Istinye Park
I109015,C141000,Female,58,Clothing,3,900.24,Credit Card,18-11-2021,Emaar Square Mall
I109018,C328169,Female,39,Toys,3,107.52,Credit Card,09-07-2021,Metropol AVM
I109020,C921466,Male,33,Toys,1,35.84,Cash,29-08-2021,Mall of Istanbul
I109021,C340208,Male,30,Toys,2,71.68,Debit Card,09-12-2021,Mall of Istanbul
I109022,C922334,Male,38,Cosmetics,4,162.64,Cash,05-02-2023,Metrocity
I109023,C127697,Female,58,Shoes,3,1800.51,Cash,14-02-2021,Metrocity
I109024,C272965,Female,37,Shoes,3,1800.51,Cash,12-05-2021,Metrocity
I109026,C223259,Male,36,Cosmetics,2,81.32,Cash,19-04-2022,Istinye Park
I109028,C337311,Female,64,Food & Beverage,2,10.46,Debit Card,17-10-2021,Mall of Istanbul
I109033,C235640,Female,59,Cosmetics,2,81.32,Cash,29-08-2021,Emaar Square Mall
I109034,C191421,Male,63,Clothing,1,300.08,Debit Card,05-09-2021,Mall of Istanbul
I109040,C128456,Male,29,Shoes,1,600.17,Cash,30-09-2021,Emaar Square Mall
I109042,C185270,Male,41,Clothing,1,300.08,Credit Card,28-10-2022,Kanyon
I109046,C214458,Female,43,Food & Beverage,4,20.92,Cash,18-02-2022,Metrocity
I109048,C120396,Female,60,Clothing,2,600.16,Credit Card,08-11-2022,Metrocity
I109051,C262500,Female,34,Technology,4,4200.0,Debit Card,07-10-2022,Mall of Istanbul
I109052,C215509,Female,29,Technology,5,5250.0,Credit Card,06-02-2021,Kanyon
I109053,C232624,Male,51,Clothing,4,1200.32,Debit Card,11-07-2021,Metrocity
I109064,C346876,Female,23,Shoes,2,1200.34,Cash,24-04-2021,Forum Istanbul
I109074,C198674,Male,53,Clothing,4,1200.32,Credit Card,27-04-2022,Mall of Istanbul
I109078,C135921,Male,47,Shoes,2,1200.34,Credit Card,27-08-2022,Mall of Istanbul
I109079,C511744,Female,46,Clothing,5,1500.4,Credit Card,07-04-2022,Istinye Park
I109080,C318981,Male,21,Clothing,5,1500.4,Debit Card,26-06-2021,Kanyon
I109083,C307336,Female,18,Toys,1,35.84,Debit Card,12-11-2022,Mall of Istanbul
I109086,C248881,Male,33,Clothing,2,600.16,Debit Card,25-09-2021,Istinye Park
I109097,C103093,Male,20,Shoes,4,2400.68,Credit Card,06-09-2021,Istinye Park
I109100,C121766,Male,60,Souvenir,3,35.19,Debit Card,02-07-2021,Kanyon
I109105,C170783,Female,35,Books,1,15.15,Cash,08-04-2022,Kanyon
I109106,C522389,Male,67,Books,5,75.75,Cash,10-07-2022,Istinye Park
I109107,C191215,Male,45,Toys,2,71.68,Cash,20-12-2022,Emaar Square Mall
I109110,C441234,Male,41,Clothing,3,900.24,Cash,26-03-2022,Emaar Square Mall
I109116,C228307,Female,31,Shoes,2,1200.34,Debit Card,01-11-2021,Istinye Park
I109120,C654479,Female,19,Food & Beverage,5,26.15,Debit Card,29-08-2021,Kanyon
I109122,C249466,Male,51,Clothing,3,900.24,Credit Card,05-02-2023,Zorlu Center
I109126,C239732,Male,27,Shoes,1,600.17,Cash,13-08-2021,Kanyon
I109127,C841911,Female,35,Cosmetics,2,81.32,Credit Card,01-02-2021,Metropol AVM
I109132,C331685,Male,30,Food & Beverage,3,15.69,Credit Card,13-10-2021,Metropol AVM
I109133,C799011,Male,27,Technology,4,4200.0,Cash,15-09-2021,Istinye Park
I109134,C963809,Female,36,Clothing,4,1200.32,Cash,11-04-2022,Kanyon
I109138,C455663,Female,37,Clothing,3,900.24,Cash,17-10-2021,Metropol AVM
I109141,C116210,Male,27,Food & Beverage,2,10.46,Credit Card,27-03-2022,Forum Istanbul
I109145,C261646,Female,27,Clothing,4,1200.32,Cash,18-01-2022,Metropol AVM
I109147,C200115,Female,52,Food & Beverage,5,26.15,Cash,12-06-2022,Metrocity
I109151,C164460,Female,29,Clothing,5,1500.4,Credit Card,09-07-2021,Metropol AVM
I109153,C223370,Female,19,Technology,3,3150.0,Cash,13-04-2022,Kanyon
I109155,C162277,Male,43,Clothing,5,1500.4,Debit Card,14-06-2021,Istinye Park
I109158,C317902,Male,40,Souvenir,2,23.46,Debit Card,27-11-2021,Forum Istanbul
I109161,C316956,Male,56,Food & Beverage,2,10.46,Cash,31-05-2022,Zorlu Center
I109162,C124704,Female,40,Books,3,45.45,Cash,27-03-2022,Kanyon
I109163,C190932,Female,22,Cosmetics,2,81.32,Cash,02-12-2021,Metrocity
I109166,C360760,Female,29,Books,5,75.75,Cash,08-03-2021,Metrocity
I109171,C267626,Male,50,Books,2,30.3,Cash,26-02-2023,Metrocity
I109174,C233344,Male,32,Food & Beverage,1,5.23,Credit Card,13-11-2021,Emaar Square Mall
I109176,C159089,Female,23,Cosmetics,2,81.32,Cash,11-05-2022,Kanyon
I109181,C219006,Female,22,Clothing,2,600.16,Credit Card,13-09-2022,Metrocity
I109183,C264073,Female,69,Clothing,4,1200.32,Credit Card,30-01-2021,Mall of Istanbul
I109184,C229704,Female,35,Books,5,75.75,Cash,09-09-2022,Metrocity
I109188,C298201,Male,39,Food & Beverage,4,20.92,Debit Card,27-11-2021,Emaar Square Mall
I109190,C325561,Male,58,Shoes,5,3000.85,Credit Card,23-03-2022,Emaar Square Mall
I109191,C127804,Male,24,Clothing,2,600.16,Debit Card,07-03-2023,Mall of Istanbul
I109196,C858882,Female,35,Clothing,2,600.16,Cash,03-07-2021,Kanyon
I109198,C273814,Male,46,Cosmetics,1,40.66,Credit Card,30-08-2021,Istinye Park
I109199,C225166,Female,55,Clothing,2,600.16,Cash,23-04-2021,Viaport Outlet
I109200,C221563,Female,18,Shoes,3,1800.51,Cash,07-07-2022,Forum Istanbul
I109203,C183582,Male,45,Clothing,1,300.08,Credit Card,27-10-2022,Metrocity
I109206,C133263,Male,67,Clothing,4,1200.32,Debit Card,19-10-2022,Metrocity
I109208,C203330,Female,37,Cosmetics,4,162.64,Cash,08-12-2022,Kanyon
I109209,C305600,Female,45,Food & Beverage,1,5.23,Debit Card,29-05-2022,Metrocity
I109210,C104002,Male,27,Souvenir,5,58.65,Credit Card,22-08-2021,Metropol AVM
I109211,C194131,Female,26,Shoes,5,3000.85,Cash,28-01-2022,Emaar Square Mall
I109213,C403554,Female,59,Cosmetics,3,121.98,Cash,30-12-2021,Viaport Outlet
I109218,C277066,Male,47,Shoes,4,2400.68,Cash,12-04-2022,Kanyon
I109220,C449182,Female,59,Clothing,1,300.08,Cash,12-03-2022,Cevahir AVM
I109221,C911427,Female,34,Technology,3,3150.0,Debit Card,11-10-2022,Emaar Square Mall
I109224,C265523,Female,36,Clothing,5,1500.4,Cash,06-10-2022,Emaar Square Mall
I109226,C642543,Male,39,Toys,1,35.84,Cash,24-05-2022,Kanyon
I109227,C759321,Male,41,Toys,3,107.52,Debit Card,20-01-2023,Metropol AVM
I109229,C222213,Female,65,Food & Beverage,1,5.23,Cash,04-04-2022,Kanyon
I109231,C121385,Male,39,Clothing,5,1500.4,Credit Card,25-12-2021,Cevahir AVM
I109232,C278709,Male,42,Shoes,5,3000.85,Credit Card,01-03-2022,Metrocity
I109234,C150494,Male,29,Food & Beverage,3,15.69,Cash,05-06-2021,Kanyon
I109237,C278619,Female,38,Clothing,2,600.16,Cash,17-06-2021,Mall of Istanbul
I109240,C123844,Female,42,Food & Beverage,3,15.69,Debit Card,19-09-2021,Mall of Istanbul
I109242,C140867,Male,56,Toys,5,179.2,Cash,28-09-2022,Metrocity
I109243,C659489,Female,60,Food & Beverage,1,5.23,Cash,05-12-2022,Mall of Istanbul
I109244,C185372,Male,24,Clothing,2,600.16,Cash,20-08-2021,Metrocity
I109248,C287684,Male,30,Clothing,4,1200.32,Cash,25-12-2022,Metropol AVM
I109250,C316157,Male,35,Clothing,3,900.24,Credit Card,27-08-2022,Mall of Istanbul
I109252,C299635,Male,41,Clothing,1,300.08,Cash,02-01-2021,Mall of Istanbul
I109255,C256502,Female,22,Clothing,2,600.16,Cash,24-02-2021,Kanyon
I109261,C275914,Female,45,Clothing,4,1200.32,Cash,04-02-2023,Metropol AVM
I109272,C208935,Female,47,Clothing,1,300.08,Cash,23-07-2022,Kanyon
I109273,C268167,Female,61,Clothing,4,1200.32,Cash,01-07-2022,Metropol AVM
I109275,C373629,Female,39,Clothing,2,600.16,Debit Card,09-05-2022,Mall of Istanbul
I109276,C162029,Male,69,Clothing,1,300.08,Credit Card,06-10-2021,Metropol AVM
I109277,C127623,Female,37,Clothing,4,1200.32,Debit Card,09-08-2022,Kanyon
I109285,C441769,Male,21,Food & Beverage,5,26.15,Credit Card,08-01-2021,Kanyon
I109290,C514889,Female,29,Toys,1,35.84,Cash,07-04-2022,Kanyon
I109291,C604423,Male,53,Shoes,3,1800.51,Credit Card,13-02-2022,Cevahir AVM
I109293,C237582,Female,53,Books,4,60.6,Cash,04-01-2022,Viaport Outlet
I109298,C225326,Female,23,Shoes,3,1800.51,Credit Card,22-01-2022,Forum Istanbul
I109300,C273069,Male,20,Toys,5,179.2,Cash,28-04-2022,Forum Istanbul
I109304,C912888,Male,62,Food & Beverage,2,10.46,Cash,22-10-2021,Istinye Park
I109312,C190647,Female,41,Cosmetics,4,162.64,Cash,11-03-2022,Metropol AVM
I109322,C310767,Male,34,Technology,1,1050.0,Debit Card,29-12-2021,Istinye Park
I109323,C855615,Female,21,Shoes,4,2400.68,Credit Card,30-08-2021,Kanyon
I109331,C107120,Male,68,Clothing,3,900.24,Debit Card,26-05-2022,Metropol AVM
I109335,C697393,Female,42,Clothing,2,600.16,Cash,20-11-2022,Viaport Outlet
I109337,C124690,Male,64,Toys,5,179.2,Credit Card,21-10-2021,Metropol AVM
I109339,C118823,Female,63,Technology,4,4200.0,Cash,04-01-2022,Metrocity
I109340,C274327,Female,43,Clothing,4,1200.32,Credit Card,20-12-2021,Cevahir AVM
I109347,C896185,Female,63,Technology,5,5250.0,Credit Card,29-05-2022,Metropol AVM
I109352,C279106,Female,68,Souvenir,4,46.92,Cash,14-04-2022,Kanyon
I109357,C294666,Male,38,Food & Beverage,3,15.69,Credit Card,29-01-2021,Metropol AVM
I109362,C751533,Female,57,Cosmetics,3,121.98,Cash,22-06-2021,Kanyon
I109366,C329976,Female,66,Clothing,2,600.16,Credit Card,05-06-2021,Metropol AVM
I109369,C206738,Male,38,Clothing,5,1500.4,Cash,01-04-2021,Mall of Istanbul
I109374,C106027,Female,53,Cosmetics,4,162.64,Debit Card,02-12-2022,Emaar Square Mall
I109376,C114991,Male,37,Books,1,15.15,Cash,07-12-2022,Viaport Outlet
I109380,C137718,Male,24,Clothing,1,300.08,Credit Card,27-09-2021,Mall of Istanbul
I109383,C311916,Female,66,Food & Beverage,1,5.23,Credit Card,16-10-2022,Emaar Square Mall
I109385,C811591,Female,42,Shoes,1,600.17,Debit Card,15-03-2021,Istinye Park
